position,timeduration,00:24:6c:4c:26:35,00:24:6c:4c:26:85,04:bd:88:d4:aa:55,38:17:c3:b9:c5:b5,38:17:c3:b9:d0:e5,38:17:c3:b9:d0:f5,38:17:c3:b9:d1:25,38:17:c3:b9:d1:35,38:17:c3:b9:d4:c5,38:17:c3:b9:d5:55,38:17:c3:cb:7c:c5,38:17:c3:cb:7c:d5,38:17:c3:cc:23:25,38:17:c3:cc:23:35,38:17:c3:cc:28:05,38:17:c3:cc:28:15,38:17:c3:cc:28:65,38:17:c3:cc:28:75,38:17:c3:cc:28:85,38:17:c3:cc:28:95,38:17:c3:cc:28:a5,38:17:c3:cc:28:b5,38:17:c3:cc:28:c5,38:17:c3:cc:28:d5,6c:f3:7f:c5:8a:b5,6c:f3:7f:c5:8a:bd,6c:f3:7f:c5:96:35,6c:f3:7f:c5:96:3d,6c:f3:7f:c5:97:bd,6c:f3:7f:c5:98:ed,6c:f3:7f:c5:9a:5d,9c:1c:12:10:26:2d,ac:a3:1e:96:c1:85,ac:a3:1e:96:c1:95,ac:a3:1e:97:1a:05,ac:a3:1e:97:1a:15,ac:a3:1e:97:1f:05,ac:a3:1e:97:1f:15,ac:a3:1e:c7:06:05,ac:a3:1e:c7:06:15,b0:b8:67:c5:8d:a0,b0:b8:67:c5:8d:b0,b0:b8:67:c5:94:f0,b0:b8:67:c6:1f:40,b0:b8:67:c6:1f:50,b0:b8:67:c6:48:20,b0:b8:67:c6:48:30,b0:b8:67:c6:f5:00,b0:b8:67:c6:f5:10,b0:b8:67:c7:b4:e0,b0:b8:67:c7:b4:f0,b0:b8:67:c8:3e:00,b0:b8:67:c8:3e:10,b0:b8:67:c9:03:d0,c8:b5:ad:82:88:b5,00:24:6c:4c:26:34,00:24:6c:4c:26:84,04:bd:88:d4:aa:54,18:64:72:71:c2:ac,38:17:c3:b9:c5:b4,38:17:c3:b9:d0:f4,38:17:c3:b9:d1:24,38:17:c3:b9:d1:34,38:17:c3:b9:d4:c4,38:17:c3:b9:d5:54,38:17:c3:cb:7c:c4,38:17:c3:cb:7c:d4,38:17:c3:cc:23:24,38:17:c3:cc:23:34,38:17:c3:cc:28:04,38:17:c3:cc:28:14,38:17:c3:cc:28:64,38:17:c3:cc:28:74,38:17:c3:cc:28:84,38:17:c3:cc:28:94,38:17:c3:cc:28:a4,38:17:c3:cc:28:b4,38:17:c3:cc:28:c4,38:17:c3:cc:28:d4,6c:f3:7f:c5:8a:b4,6c:f3:7f:c5:8a:bc,6c:f3:7f:c5:96:34,6c:f3:7f:c5:96:3c,6c:f3:7f:c5:97:bc,6c:f3:7f:c5:98:ec,6c:f3:7f:c5:9a:5c,9c:1c:12:10:26:2c,ac:a3:1e:96:c1:84,ac:a3:1e:96:c1:94,ac:a3:1e:97:1a:04,ac:a3:1e:97:1a:14,ac:a3:1e:97:1f:04,ac:a3:1e:97:1f:14,ac:a3:1e:c7:06:04,ac:a3:1e:c7:06:14,b0:b8:67:c5:8d:a5,b0:b8:67:c5:8d:b5,b0:b8:67:c5:94:f5,b0:b8:67:c6:1f:45,b0:b8:67:c6:1f:55,b0:b8:67:c6:48:25,b0:b8:67:c6:48:35,b0:b8:67:c6:f5:05,b0:b8:67:c6:f5:15,b0:b8:67:c7:b4:e5,b0:b8:67:c7:b4:f5,b0:b8:67:c8:3e:05,b0:b8:67:c8:3e:15,b0:b8:67:c9:03:c5,b0:b8:67:c9:03:d5,b0:b8:67:c9:d6:55,c8:b5:ad:82:88:b4,30:0a:c5:9f:1e:7f,30:0a:c5:9e:cf:2d,00:24:6c:4c:26:32,00:24:6c:4c:26:82,04:bd:88:d4:aa:52,18:64:72:71:c2:aa,38:17:c3:b9:c5:b2,38:17:c3:b9:d0:e2,38:17:c3:b9:d0:f2,38:17:c3:b9:d1:22,38:17:c3:b9:d1:32,38:17:c3:b9:d4:c2,38:17:c3:b9:d5:52,38:17:c3:cb:7c:c2,38:17:c3:cb:7c:d2,38:17:c3:cc:23:22,38:17:c3:cc:23:32,38:17:c3:cc:28:02,38:17:c3:cc:28:12,38:17:c3:cc:28:62,38:17:c3:cc:28:72,38:17:c3:cc:28:82,38:17:c3:cc:28:92,38:17:c3:cc:28:a2,38:17:c3:cc:28:b2,38:17:c3:cc:28:c2,38:17:c3:cc:28:d2,6c:f3:7f:c5:8a:b2,6c:f3:7f:c5:8a:ba,6c:f3:7f:c5:96:32,6c:f3:7f:c5:96:3a,6c:f3:7f:c5:97:b2,6c:f3:7f:c5:97:ba,6c:f3:7f:c5:98:ea,6c:f3:7f:c5:9a:5a,9c:1c:12:10:26:2a,ac:a3:1e:96:c1:80,ac:a3:1e:96:c1:90,ac:a3:1e:97:1a:02,ac:a3:1e:97:1a:12,ac:a3:1e:97:1f:02,ac:a3:1e:97:1f:12,ac:a3:1e:c7:06:00,ac:a3:1e:c7:06:10,b0:b8:67:c5:8d:a1,b0:b8:67:c5:8d:b1,b0:b8:67:c5:94:f1,b0:b8:67:c6:1f:41,b0:b8:67:c6:1f:51,b0:b8:67:c6:48:21,b0:b8:67:c6:48:31,b0:b8:67:c6:f5:01,b0:b8:67:c6:f5:11,b0:b8:67:c7:b4:e1,b0:b8:67:c7:b4:f1,b0:b8:67:c8:3e:01,b0:b8:67:c8:3e:11,b0:b8:67:c9:03:c1,b0:b8:67:c9:03:d1,b0:b8:67:c9:d6:51,14:91:82:fb:59:82,00:24:6c:4c:26:30,00:24:6c:4c:26:80,04:bd:88:d4:aa:40,04:bd:88:d4:aa:50,18:64:72:71:c2:a8,38:17:c3:b9:c5:b0,38:17:c3:b9:d0:f0,38:17:c3:b9:d1:20,38:17:c3:b9:d1:30,38:17:c3:b9:d5:50,38:17:c3:cb:7c:c0,38:17:c3:cb:7c:d0,38:17:c3:cc:23:20,38:17:c3:cc:23:30,38:17:c3:cc:28:00,38:17:c3:cc:28:10,38:17:c3:cc:28:60,38:17:c3:cc:28:70,38:17:c3:cc:28:80,38:17:c3:cc:28:90,38:17:c3:cc:28:a0,38:17:c3:cc:28:b0,38:17:c3:cc:28:c0,38:17:c3:cc:28:d0,6c:f3:7f:c5:8a:b0,6c:f3:7f:c5:8a:b8,6c:f3:7f:c5:96:30,6c:f3:7f:c5:96:38,6c:f3:7f:c5:97:b8,6c:f3:7f:c5:98:e8,6c:f3:7f:c5:9a:58,9c:1c:12:10:26:28,9c:1c:12:2a:72:b9,ac:a3:1e:96:c1:81,ac:a3:1e:96:c1:91,ac:a3:1e:97:1a:00,ac:a3:1e:97:1a:10,ac:a3:1e:97:1f:00,ac:a3:1e:97:1f:10,ac:a3:1e:c7:06:01,ac:a3:1e:c7:06:11,b0:b8:67:c5:8d:a2,b0:b8:67:c5:8d:b2,b0:b8:67:c5:94:f2,b0:b8:67:c6:1f:42,b0:b8:67:c6:1f:52,b0:b8:67:c6:48:22,b0:b8:67:c6:48:32,b0:b8:67:c6:f5:02,b0:b8:67:c6:f5:12,b0:b8:67:c7:b4:e2,b0:b8:67:c7:b4:f2,b0:b8:67:c8:3e:02,b0:b8:67:c8:3e:12,b0:b8:67:c9:03:c2,b0:b8:67:c9:03:d2,b0:b8:67:c9:d6:52,00:24:6c:4c:26:31,00:24:6c:4c:26:81,04:bd:88:d4:aa:51,18:64:72:71:c2:a9,38:17:c3:b9:c5:b1,38:17:c3:b9:d0:e1,38:17:c3:b9:d0:f1,38:17:c3:b9:d1:21,38:17:c3:b9:d1:31,38:17:c3:b9:d5:51,38:17:c3:cb:7c:c1,38:17:c3:cb:7c:d1,38:17:c3:cc:23:21,38:17:c3:cc:23:31,38:17:c3:cc:28:01,38:17:c3:cc:28:11,38:17:c3:cc:28:61,38:17:c3:cc:28:71,38:17:c3:cc:28:81,38:17:c3:cc:28:91,38:17:c3:cc:28:a1,38:17:c3:cc:28:b1,38:17:c3:cc:28:c1,38:17:c3:cc:28:d1,6c:f3:7f:c5:8a:b1,6c:f3:7f:c5:8a:b9,6c:f3:7f:c5:96:31,6c:f3:7f:c5:96:39,6c:f3:7f:c5:97:b1,6c:f3:7f:c5:97:b9,6c:f3:7f:c5:98:e9,6c:f3:7f:c5:9a:59,9c:1c:12:10:26:29,ac:a3:1e:96:c1:82,ac:a3:1e:96:c1:92,ac:a3:1e:97:1a:01,ac:a3:1e:97:1a:11,ac:a3:1e:97:1f:01,ac:a3:1e:97:1f:11,ac:a3:1e:c7:06:02,ac:a3:1e:c7:06:12,b0:b8:67:c5:8d:a3,b0:b8:67:c5:8d:b3,b0:b8:67:c5:94:f3,b0:b8:67:c6:1f:43,b0:b8:67:c6:1f:53,b0:b8:67:c6:48:23,b0:b8:67:c6:48:33,b0:b8:67:c6:f5:03,b0:b8:67:c6:f5:13,b0:b8:67:c7:b4:e3,b0:b8:67:c7:b4:f3,b0:b8:67:c8:3e:03,b0:b8:67:c8:3e:13,b0:b8:67:c9:03:d3,00:24:6c:4c:26:33,00:24:6c:4c:26:83,04:bd:88:d4:aa:53,18:64:72:71:c2:ab,38:17:c3:b9:c5:b3,38:17:c3:b9:d0:f3,38:17:c3:b9:d1:23,38:17:c3:b9:d1:33,38:17:c3:b9:d4:c3,38:17:c3:b9:d5:53,38:17:c3:cb:7c:c3,38:17:c3:cb:7c:d3,38:17:c3:cc:23:23,38:17:c3:cc:23:33,38:17:c3:cc:28:03,38:17:c3:cc:28:13,38:17:c3:cc:28:63,38:17:c3:cc:28:73,38:17:c3:cc:28:83,38:17:c3:cc:28:93,38:17:c3:cc:28:a3,38:17:c3:cc:28:b3,38:17:c3:cc:28:c3,38:17:c3:cc:28:d3,6c:f3:7f:c5:8a:b3,6c:f3:7f:c5:8a:bb,6c:f3:7f:c5:96:33,6c:f3:7f:c5:96:3b,6c:f3:7f:c5:97:bb,6c:f3:7f:c5:98:eb,6c:f3:7f:c5:9a:5b,9c:1c:12:10:26:2b,ac:a3:1e:96:c1:83,ac:a3:1e:96:c1:93,ac:a3:1e:97:1a:03,ac:a3:1e:97:1a:13,ac:a3:1e:97:1f:03,ac:a3:1e:97:1f:13,ac:a3:1e:c7:06:03,ac:a3:1e:c7:06:13,b0:b8:67:c5:8d:a4,b0:b8:67:c5:8d:b4,b0:b8:67:c5:94:f4,b0:b8:67:c6:1f:44,b0:b8:67:c6:1f:54,b0:b8:67:c6:48:24,b0:b8:67:c6:48:34,b0:b8:67:c6:f5:04,b0:b8:67:c6:f5:14,b0:b8:67:c7:b4:e4,b0:b8:67:c7:b4:f4,b0:b8:67:c8:3e:04,b0:b8:67:c8:3e:14,b0:b8:67:c9:03:c4,b0:b8:67:c9:03:d4,b0:b8:67:c9:d6:54,
720001,0,-120,-120,-77,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-72,-120,-89,-120,-120,-120,-73,-120,-120,-88,-84,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-80,-120,-120,-120,-87,-120,-120,-76,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-72,-120,-89,-120,-120,-120,-73,-120,-120,-120,-85,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-88,-120,-120,-120,-120,-120,-120,-120,-80,-120,-91,-120,-120,-120,-88,-120,-120,-120,-120,-76,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-72,-120,-120,-120,-120,-120,-73,-120,-120,-120,-88,-86,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-88,-120,-120,-120,-120,-120,-120,-120,-80,-120,-120,-120,-120,-120,-120,-120,-120,-120,-76,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-71,-120,-120,-120,-120,-120,-73,-120,-120,-88,-84,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-90,-120,-120,-120,-120,-120,-120,-120,-80,-120,-120,-120,-120,-120,-120,-120,-76,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-72,-120,-120,-120,-120,-120,-74,-120,-120,-120,-88,-84,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-88,-120,-120,-120,-120,-120,-120,-120,-80,-120,-120,-120,-120,-120,-76,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-73,-120,-120,-120,-120,-120,-73,-120,-120,-89,-85,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-87,-120,-120,-120,-120,-120,-120,-120,-80,-120,-92,-120,-120,-120,
720001,1,-120,-120,-76,-120,-120,-120,-120,-120,-120,-120,-79,-80,-84,-120,-120,-120,-120,-120,-76,-70,-120,-87,-120,-120,-120,-89,-120,-120,-90,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-88,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-77,-120,-120,-120,-120,-120,-120,-120,-78,-80,-84,-120,-120,-120,-120,-120,-76,-71,-120,-88,-120,-120,-120,-89,-120,-120,-89,-120,-120,-88,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-88,-120,-120,-76,-120,-120,-120,-120,-120,-120,-120,-120,-120,-80,-120,-120,-120,-120,-120,-120,-77,-71,-120,-87,-120,-120,-120,-89,-120,-120,-120,-89,-120,-120,-87,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-88,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-77,-120,-120,-120,-120,-120,-120,-77,-80,-120,-120,-120,-120,-120,-120,-76,-85,-120,-88,-120,-120,-120,-83,-120,-120,-89,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-77,-120,-120,-120,-120,-120,-120,-120,-120,-80,-120,-120,-120,-120,-120,-120,-76,-70,-120,-86,-120,-120,-120,-120,-120,-120,-120,-89,-120,-120,-87,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-77,-120,-120,-120,-120,-120,-120,-120,-120,-79,-84,-120,-120,-120,-120,-120,-77,-71,-120,-88,-120,-120,-120,-88,-120,-120,-90,-120,-120,-88,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-88,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,
720001,2,-120,-120,-79,-120,-120,-120,-120,-120,-120,-120,-120,-80,-120,-74,-120,-120,-120,-120,-120,-70,-120,-88,-120,-120,-120,-76,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-90,-120,-120,-120,-120,-120,-120,-120,-82,-120,-120,-120,-120,-120,-120,-79,-120,-120,-120,-120,-120,-120,-120,-120,-80,-120,-74,-120,-120,-120,-120,-120,-70,-120,-88,-120,-120,-120,-76,-120,-120,-88,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-82,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-79,-120,-120,-120,-120,-120,-120,-120,-120,-120,-79,-120,-74,-120,-120,-120,-120,-120,-70,-120,-120,-120,-120,-120,-76,-120,-120,-120,-91,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-90,-120,-120,-120,-120,-120,-120,-120,-81,-120,-120,-120,-120,-120,-120,-120,-120,-120,-79,-120,-120,-120,-120,-120,-120,-120,-80,-120,-74,-120,-120,-120,-120,-120,-70,-120,-120,-120,-120,-120,-76,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-91,-120,-120,-120,-120,-120,-120,-120,-81,-120,-120,-120,-120,-120,-120,-120,-79,-120,-120,-120,-120,-120,-120,-120,-120,-80,-120,-74,-120,-120,-120,-120,-120,-70,-120,-120,-120,-120,-120,-76,-120,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-90,-120,-120,-120,-120,-120,-120,-120,-83,-120,-120,-120,-120,-120,-79,-120,-120,-120,-120,-120,-120,-120,-120,-80,-120,-74,-120,-120,-120,-120,-120,-69,-120,-120,-120,-120,-120,-76,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-82,-120,-120,-120,-120,-120,
720001,3,-120,-120,-79,-120,-120,-120,-120,-120,-120,-120,-120,-81,-84,-73,-120,-120,-120,-120,-120,-73,-120,-120,-120,-120,-120,-120,-120,-120,-88,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-81,-120,-120,-120,-120,-120,-120,-79,-120,-120,-120,-120,-120,-120,-120,-120,-81,-120,-73,-120,-120,-120,-120,-120,-74,-77,-120,-120,-120,-120,-120,-120,-120,-87,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-79,-120,-120,-120,-120,-120,-120,-120,-120,-120,-81,-120,-73,-120,-120,-120,-120,-80,-74,-120,-120,-120,-120,-120,-120,-120,-120,-120,-88,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-79,-120,-120,-120,-120,-120,-120,-76,-82,-120,-73,-120,-120,-120,-120,-81,-74,-120,-120,-120,-120,-120,-120,-120,-120,-87,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-82,-120,-120,-120,-120,-120,-120,-120,-79,-120,-120,-120,-120,-120,-120,-120,-120,-81,-120,-73,-120,-120,-120,-120,-120,-73,-120,-120,-120,-120,-120,-120,-120,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-88,-120,-120,-120,-120,-120,-120,-120,-87,-120,-120,-120,-120,-120,-79,-120,-120,-120,-120,-120,-120,-120,-120,-82,-120,-73,-120,-120,-120,-120,-120,-73,-120,-120,-120,-120,-120,-120,-120,-120,-87,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,
720001,4,-120,-120,-77,-120,-120,-120,-120,-120,-120,-120,-120,-83,-120,-120,-120,-120,-120,-120,-120,-68,-120,-87,-120,-120,-120,-75,-120,-120,-91,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-90,-120,-120,-120,-120,-120,-120,-120,-81,-120,-120,-120,-120,-120,-120,-77,-120,-120,-120,-120,-120,-120,-120,-120,-83,-120,-120,-120,-120,-120,-120,-120,-68,-120,-86,-120,-120,-82,-74,-120,-120,-91,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-90,-120,-120,-120,-120,-120,-120,-81,-81,-120,-120,-120,-120,-120,-120,-120,-86,-120,-120,-77,-120,-120,-120,-120,-120,-120,-120,-120,-120,-83,-86,-120,-120,-120,-120,-120,-120,-68,-78,-86,-120,-120,-120,-74,-120,-120,-120,-90,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-90,-120,-120,-120,-120,-120,-120,-120,-81,-120,-120,-120,-120,-120,-120,-120,-120,-120,-77,-120,-120,-120,-120,-120,-120,-120,-83,-120,-120,-120,-120,-120,-120,-78,-68,-120,-86,-120,-120,-120,-120,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-90,-120,-120,-120,-120,-120,-120,-120,-81,-120,-120,-120,-120,-120,-120,-120,-76,-120,-120,-120,-120,-120,-120,-120,-120,-83,-120,-120,-120,-120,-120,-120,-78,-68,-120,-87,-120,-120,-120,-76,-120,-120,-120,-90,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-90,-120,-120,-120,-120,-120,-120,-120,-81,-120,-120,-120,-120,-120,-76,-120,-120,-120,-120,-120,-120,-120,-120,-83,-120,-120,-120,-120,-120,-120,-120,-68,-120,-87,-120,-120,-82,-75,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-81,-120,-120,-120,-120,-120,
720001,5,-120,-120,-75,-120,-120,-120,-120,-120,-120,-120,-120,-81,-84,-74,-120,-120,-120,-120,-80,-72,-120,-88,-120,-120,-87,-75,-120,-120,-90,-85,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-87,-120,-120,-120,-120,-120,-120,-120,-82,-120,-120,-120,-120,-120,-120,-74,-120,-120,-120,-120,-120,-120,-120,-120,-80,-84,-75,-120,-120,-120,-120,-78,-71,-120,-88,-120,-120,-85,-74,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-88,-120,-120,-120,-120,-120,-120,-120,-80,-120,-120,-120,-120,-120,-120,-120,-86,-120,-120,-74,-120,-120,-120,-120,-120,-120,-120,-120,-120,-81,-120,-75,-120,-120,-120,-120,-79,-71,-120,-88,-120,-120,-120,-75,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-88,-120,-120,-120,-120,-120,-120,-120,-82,-120,-120,-120,-120,-120,-120,-120,-120,-120,-74,-120,-120,-120,-120,-120,-120,-120,-120,-120,-75,-120,-120,-120,-120,-79,-71,-120,-120,-120,-120,-120,-74,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-82,-120,-120,-120,-120,-120,-120,-120,-74,-120,-120,-120,-120,-120,-120,-120,-120,-80,-120,-75,-120,-120,-120,-120,-80,-71,-120,-120,-120,-120,-120,-74,-120,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-87,-120,-120,-120,-120,-120,-120,-120,-81,-120,-120,-120,-120,-120,-74,-120,-120,-120,-120,-120,-120,-120,-120,-80,-120,-75,-120,-120,-120,-120,-80,-71,-120,-88,-120,-120,-120,-74,-120,-120,-120,-84,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-88,-120,-120,-120,-120,-120,-120,-120,-82,-120,-120,-120,-120,-120,
720001,6,-120,-120,-75,-120,-120,-120,-120,-120,-120,-120,-120,-82,-120,-75,-120,-120,-120,-120,-120,-73,-120,-87,-120,-120,-120,-74,-120,-120,-120,-85,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-80,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-81,-120,-75,-120,-120,-120,-120,-120,-73,-120,-120,-120,-120,-120,-75,-120,-120,-120,-86,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-82,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-75,-120,-120,-120,-120,-120,-120,-120,-120,-120,-81,-120,-75,-120,-120,-120,-120,-79,-73,-120,-120,-120,-120,-120,-75,-120,-120,-120,-120,-85,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-88,-120,-120,-120,-120,-120,-120,-120,-82,-120,-120,-120,-120,-120,-120,-120,-120,-120,-75,-120,-120,-120,-120,-120,-120,-120,-81,-120,-75,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-75,-120,-120,-120,-84,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-82,-120,-120,-120,-120,-120,-120,-120,-75,-120,-120,-120,-120,-120,-120,-120,-120,-81,-120,-75,-120,-120,-120,-120,-120,-72,-120,-120,-120,-120,-120,-75,-120,-120,-120,-91,-84,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-82,-120,-90,-120,-120,-120,-74,-120,-120,-120,-120,-120,-120,-120,-120,-81,-120,-75,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-74,-120,-120,-120,-84,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-82,-120,-89,-120,-120,-120,
720001,7,-120,-120,-76,-120,-120,-120,-120,-120,-120,-120,-120,-79,-120,-75,-120,-120,-120,-120,-120,-73,-120,-120,-120,-120,-120,-73,-120,-120,-120,-85,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-82,-120,-120,-120,-120,-120,-120,-75,-120,-120,-120,-120,-120,-120,-120,-120,-79,-120,-75,-120,-120,-120,-120,-81,-73,-79,-120,-120,-120,-120,-74,-120,-120,-120,-83,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-82,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-75,-120,-120,-120,-120,-120,-120,-120,-120,-120,-79,-120,-75,-120,-120,-120,-120,-120,-73,-82,-120,-120,-120,-120,-74,-120,-120,-120,-120,-86,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-83,-120,-120,-120,-120,-120,-120,-120,-120,-120,-76,-120,-120,-120,-120,-120,-120,-81,-79,-120,-75,-120,-120,-120,-120,-79,-73,-120,-120,-120,-120,-120,-74,-120,-120,-120,-84,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-83,-120,-120,-120,-120,-120,-120,-120,-76,-120,-120,-120,-120,-120,-120,-120,-80,-79,-120,-74,-120,-120,-120,-120,-81,-73,-81,-120,-120,-120,-120,-74,-120,-120,-120,-120,-84,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-82,-120,-120,-120,-120,-120,-76,-120,-120,-120,-120,-120,-120,-120,-120,-80,-120,-75,-120,-120,-120,-120,-120,-73,-120,-120,-120,-120,-120,-74,-120,-120,-120,-85,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-120,-89,-120,-120,-120,-120,-120,-120,-120,-82,-120,-120,-120,-120,-120,
